1278705043,@starsportsindia chillana h toh india-india chillana pak-pak toh murgi bhi karti h.. #indvspak,"
Covertly Aggressive
",General Non-threatening Aggression
1278685496,#indvspak maica ke daurana khilaड़iyom ne khela bhavana ka behatarina pradarzana kara bataya ki hama pratidvamdi hai lekina duzmana nahi http://t.co/cbvwgotsep,"
Non Aggressive
",-
1278685498,rt @kamranbukhari: pakistani team kay haramkhoron... aisi hoti hai fielding #indvssa,"
Overtly Aggressive
",Curse / Abuse
1278685499,rt @kamranbukhari: pakistani team kay haramkhoron... aisi hoti hai fielding #indvssa,"
Overtly Aggressive
",Curse / Abuse
1278685501,modi ji apna 10 lakh ka suit pehan ke connaught place ke 10 chakkar bhi laga le toh aaj koyi notice nahi karega. #indvspak,"
Covertly Aggressive
",General Non-threatening Aggression
1278685502,yu~ to rahane zaripha ba~da hai...para lagata hai usane munapha patela ka gamjha phu~ka mara hai !! #indvssa,"
Covertly Aggressive
",General Non-threatening Aggression
1278685503,rt @aapfans1: ama adami parti ki aitihasika jita mem parti ke chaha ummidavarom ne 50 hajara se adhika matom se jita hasila ki hai| #aapsweep,"
Non Aggressive
",-
1278685504,@aniofcal agar aap isko ek aam adhmi key roop mian socho tab aapko malum hoga key jo baate boli gayi hai wo kitne sachi hai #railbudget2015,"
Non Aggressive
",-
1278685505,aaj sabko batting milega - misbah #indvspak,"
Covertly Aggressive
",General Non-threatening Aggression
1278685506,@jayukacha aiso ko laate hi kyu hai... hey bhagwaaaaan #indvspak #cwc15,"
Covertly Aggressive
",General Non-threatening Aggression
1278685507,beedi size la irundhukuttu ennama adikrar @ajinkyarahane88 ! #indvssa #ballahkanom! :p,"
Non Aggressive
",-
1278685510,isa nai sarakara ko bhukhamaro se nibatana hai| kejari ki caddi bi utara lemge ye| #kiskidilli #aapsweep #aap,"
Covertly Aggressive
",Political Aggression
1278685511,"rt @mkkhedawat: pakistani log jinko bhi support karte hain, unki halat bhi #pakistan jaisi hi ho jati hain. #indvssa #cwc15","
Covertly Aggressive
",Geographical Aggression
1278685513,"rt @ethindi: hamem 1 lakha kilomitara sada़kem aura banani homgih aruna jetali, vitta mamtri #superbudget #unionbudget2015","
Non Aggressive
",-
1278685515,har partnership mein hamesha ek partner ka talent doosre partner se thoda zyada hota hai #shamitabh @srbachchan,"
Non Aggressive
",-
1278685516,amitabh : ye ball seema rekha ji ke bahar... #cwc15 #indvspak #indvpak,"
Non Aggressive
",-
1278685517,"#aapsweep new slogan - aap ki jhadu se udi aisi dhool, na raha panja✋ na khila phool ","
Non Aggressive
",-
1278685518,isi bica gamje abhaya dube ki bivi boli dhavana kamvara hai kya :d #indvssa #savsind #jayahinda,"
Covertly Aggressive
",General Non-threatening Aggression
1278685520,rt @abhishekprsnl: 120 dina pahale kauna plana karata hai be trena jarni?? ye sirpha dalalo ko suvidha pradana karata hai  #railbudget2015,"
Covertly Aggressive
",General Non-threatening Aggression
1278685521,isi bica gamje abhaya dube ki bivi boli dhavana kamvara hai kya :d #indvssa #savsind #jayahinda,"
Covertly Aggressive
",General Non-threatening Aggression
1278685522,rt @pray_ag: wc k chakkar lagate lagate kutte bhi hamare yaar ho gaye wc to hamara ho na saka hum kutton k sardar ho gaye #pak #indvspak …,"
Non Aggressive
",-
1278685523,rt @abhishekprsnl: 120 dina pahale kauna plana karata hai be trena jarni?? ye sirpha dalalo ko suvidha pradana karata hai  #railbudget2015,"
Covertly Aggressive
",General Non-threatening Aggression
1278685953,dhooooo oye niiiiiii yaaar :( #runoutmiss #wc2015 #indvspak,"
Overtly Aggressive
",General Non-threatening Aggression
1278685954,#unionbudget2015 salana hone vala sarakari nataka zuru hone vala hai,"
Covertly Aggressive
",General Non-threatening Aggression
1278685955,rt @theworldcitizen: pracamda bahumata ke satha aja pm naremdra modi aura rajanatha se milemge kejarivala http://t.co/exhginnxzm source: aajtak #aapsweep,"
Non Aggressive
",-
1278685956,@zeenews mauka mauka......india ne lga diya chauka......#indvssa &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;#maukamauka,"
Non Aggressive
",-
1278685957,#indvspak age baढ़ta ja tu ghodi caढ़ta tu jindagi akeli nahi basa laड़ta ja tu !,"
Non Aggressive
",-
1278685958,"#indvssa daksina aphrika ko satavam jhataka, milara philemdara bina khata khole paveliyana lautehttp://t.co/8lekbfxtoz #wc2015","
Non Aggressive
",-
1278685959,dara hai ke hara se baukhala kara kahim @bjp4india @rajatsharmalive se padma avarda chimna na le| #aapsweep #aapkidilli,"
Covertly Aggressive
",Political Aggression
1278685960,lagata hai allahatala bhi bhikhariyom ko patakhe phoड़ne ka mauka de kara kharca nahim baढ़ana cahate unaka #indvssa #maukamauka,"
Covertly Aggressive
",General Non-threatening Aggression
1278685961,"ora harao syumkta araba amirata #uae ko, bharata maim petrola dijala 3 rupaye mahamga #indvsuae","
Covertly Aggressive
",General Non-threatening Aggression
1278685962,na ramzaada. na .....zaada delhi wale to aapzaada nikle..#aapsweep,"
Overtly Aggressive
",Curse / Abuse
1278685963,"ja़indagi jala di hamane jaba jaisi jalani thi, aba dhume para tamaza kaisa aura rakha para bahasa kaisi..?? 🌍 #blockbustermsg 🎬☝","
Non Aggressive
",-
1278685964,mana #indvsuae match kanna current ravali ani korukuntunna...:),"
Non Aggressive
",-
1278685965,parnell ke upar manovaignaynik dabav. #indvssa,"
Non Aggressive
",-
1278685966,"@insan_munish #msgincinemas patjad ki majaal kya jo rasta roke bahar ka,ab to dunia dekhegi kamaal mere msg yar ka...","
Non Aggressive
",-
1278685967,uae ki halata dekhate hue vaha~ ke zekha ne bharata ko petrola dene se mana kara diya hai… ;) :d :d :d #indvsuae,"
Covertly Aggressive
",General Non-threatening Aggression
1278685968,"@incindia ko rela ki gati badhane se,malagadi ki gati badhane se apako bahuta niraza hai? wi-fi se niraza hai? @digvijaya_28 @ndtv @aajtak #railbudget2015","
Covertly Aggressive
",Political Aggression
1278685969,rt @jatinkiduniya: lo aa gaye ache din... sab kuch hoga mehnga... #superbudget #sabkabudget #unionbudget2015,"
Covertly Aggressive
",Political Aggression
1278685970,"rt arunitib: rt ruhaniinsan1: gurmeetramrahim #blockbustermsg jaffiyan mai pawa rajj rajj k, sohne mai pyare rab nu, yaar mere nu mili ja…","
Non Aggressive
",-
1278685971,"bharatasamora aja da. aphrikecam avhana, itihasa badalanyaca tima imdiyala 'mauka' http://t.co/dtmv8g3cnc #indvssa #worldcup2015 http://t.co/yjbwpaoca7","
Non Aggressive
",-
1278685972,uttama kriड़ka: surezaraina viratazca || #indvspak #bleedblue #worldcup,"
Non Aggressive
",-
1278685973,e roju ki ah vidam gaa #dhoni gaaru selavu teesukunnaru 18 👏 #indvssa,"
Non Aggressive
",-
1278685974,"kamariya lachke re, babu jara bachke re !! #indvspak http://t.co/hg1hvrwh82","
Non Aggressive
",-
1278685975,pahali bara muphtakhori se mukta bajata. #superbudget #sabkabudget #unionbudget2015,"
Covertly Aggressive
",Political Aggression
1278685976,namo ka savaca bharata abhiyana dili mem saphala na raha kicaड़ na khila kamala | #kiskidilli #delhidecides #aapkidilli #aapsweep,"
Overtly Aggressive
",Political Aggression
1278685977,yatri kirae nahi baढ़aya jaega... matalaba relave me vizva stariya seva jari rahegi... ;) #railbudget2015,"
Covertly Aggressive
",General Non-threatening Aggression
1278685978,rt @gursangatsingh: @loviinsan0645 @poojakamboj176 @gurmeetramrahim 💝 khuziyom ki ayi vo ghada़i jisaki hamem udika thi badi #msgthefilm sinemom …,"
Non Aggressive
",-
1278685979,zor ka zatka delhi se lage... #bjp #aap #aapsweeps #aapwinsdelhi #aapsweep #delhidecides,"
Covertly Aggressive
",Political Aggression
1278685980,dilli cunava ke dasa behatarina tvita http://t.co/ym7jtxet3c #aapsweep #delhidecides #2daystomsg #aapstorm,"
Non Aggressive
",-
1278685981,"bhumi vidheyaka: enadie mem phuta, zivasena aura akali dala ne dikhai lala jhamdi http://t.co/lqscgrtud0 #landacquisitionbill","
Non Aggressive
",-
1278685982,"kriketa vizva kapa ke lie bharatiya tima ke jujharu ""virata"" pradarzana dekhane ke bada sautha aphrika bhi khujala raha hai sira ! #indvssa","
Non Aggressive
",-
1278685983,"byuti parlara mem jana hua mahamga, saॉri garlsa #superbudget #unionbudget2015","
Non Aggressive
",-
1278685984,"deihi ki hai pukaar,kejriwal baar baar.#aapsweep","
Non Aggressive
",-
1278685985,#live: vaॉtara vemdiga mazinom ko adhikamza relave stezanom para lagaya jaega http://t.co/vkrb9juza4 #railbudget2015 #sureshprabhu #indianrailways,"
Non Aggressive
",-
1278685986,3 sala mem vittiya ghata 3% taka lane ka laksyah vitta mamtri : vitta mamtri @arunjaitley #unionbudget2015 #amabajata,"
Non Aggressive
",-
1278685987,"kisaka khuna nahim khaulega, padha़ karake akhabaro mem dezadrohi aba raja karemge,dilli ke darabarom me #aapsweep #3daystomsg","
Overtly Aggressive
",Political Aggression
1278685988,"rt @drsandeepnews24: #aapsweep:@arvindkejriwal ko #zplus suraksa dene para@news24tvchannel para bole@drkumarvishwas,kaha #kejriwal kisi taraha ki …","
Covertly Aggressive
",Political Aggression
1278685989,rt @shailav_: kiran: suna raha hai na tu? ak :ha kiran : ro rahi hu mem.. #delhidecides #aapkidilli,"
Covertly Aggressive
",Political Aggression
1278685990,ga़ddara ko gaddi : dilli ki janata ka hardika abhinandana 🙏 #delhidecides,"
Overtly Aggressive
",Political Aggression
1278685991,"""apa"" ke vidhayakom aura karyakartao se anurodha..kamgresi aura bhajapai samskrti se bace..!! #aapsweep #aapstorm http://t.co/9gpnypmvex","
Non Aggressive
",-
1278685992,raba😇vasada na vica😊mamdira ya masitam de raba tum🐯vasada @gurmeetramrahim vica sapha😊ya💜neka nita😇de @tashu_insan @kalra3jyoti @insankeerti #msgincinemas,"
Non Aggressive
",-
1278685993,daulata au zoharata ke ... haज़arom bimara baithe hai 👉 #blockbustermsg 🎬👈 @veerpalbathinda @jasmer477 @amritsingh6700 @blyykmi @bhavnainsan7,"
Non Aggressive
",-
1278685994,"""@saaxenanurag: eka bara aura bata diya ki bapa bapa hota hai aura beta beta hota hai #indvspak #pakvsind #indwins""sahi baat 101% agree with u","
Covertly Aggressive
",General Non-threatening Aggression
1278685995,aruna lala sambhoga ke bada bivi se aruna: kaisa raha mera parapharmemsa? bivi: kada़ka zuruata lekina bada mem kaphi samgharsa aura eka zarmanaka hara! #indvssa,"
Covertly Aggressive
",Curse / Abuse
1278685996,ye bhi out hona chahiye #indvssa,"
Covertly Aggressive
",General Non-threatening Aggression
1278685997,@gurmeetramrahim #msgincinemas ap ji ki rehmat hey papa ji ram ji tu karta kmaaal hy http://t.co/1xckwbdgsh,"
Non Aggressive
",-
1278685998,phri mem jaha komgresi nahim milata vo dilli mem pani bijali muphta milegi ?sahi he bhai ullu banati he duniya basa banane vala cahie #delhidecides,"
Overtly Aggressive
",Political Aggression
1278685999,"@gurmeetramrahim cadhi rahe teri parema khumari,bhula jaye hama duniya sari good noon pita g #blockbustermsg.","
Non Aggressive
",-
1278686000,"sarakara ka kama relave yatriyom ko havai jahaja taka pahucana hai reta baढ़a kara , hi hi hi lalua bhi jahaja caढ़emge #railbudget2015","
Covertly Aggressive
",General Non-threatening Aggression
1278686001,rt jasmer477: rt insapooja: charnpreet77 vipassanainsan ohkk di....#msgincinemas,"
Non Aggressive
",-
1278686002,tima imdiya kala sautha aphrika se aise khelana jaise samane aphrika nahim pakistana ho #indvssa #wontgiveitback,"
Overtly Aggressive
",General Non-threatening Aggression
1278686003,zera ke pamva mem agara kamta cubha jaye to isaka matalaba ye katai nahi ki aba raja kutte karemge jaya zri rama #aapsweep #delhidecides,"
Overtly Aggressive
",Political Aggression
1278686004,"@hdfclife #myteammypride #indvsuae #indwins sirf opcharikta baki hai,","
Non Aggressive
",-
1278686005,rt @blogonworkers: ja़mina nahi demge ! mata do ! phira bijali nahi rahane pe roda pe kyu utara ke hamgama karate ho ? #arvindannaback #landacquisitionbill,"
Overtly Aggressive
",General Non-threatening Aggression
1278686006,"#blockbustermsg #mustwatchmsg . aap jitni baar yeh movie dekhoge,aapko satsang and bhandaron jaisa fal milega..pita ji ke vachan hai ji","
Non Aggressive
",-
1278686007,tehseen poonawalla will file an rti to know ye akhtara itana cillata kyom hai #indvssa #cwc15 @coolfunnytshirt @vyangyabaaz @coolfunnytshirt,"
Covertly Aggressive
",General Non-threatening Aggression
1278686008,rt ashok_wrestler: rt jasvirsjasvir: #msg100croreclub ..sanu ta pyara sada peer msg h nhi duniyaa di koi parwah ..#blockbustermsg,"
Non Aggressive
",-
1278686009,"mungfali ki bikri band honi chahiye, log kha ke bahut vayu-pradushan failate hain!!! #railbudget2015","
Non Aggressive
",-
1278686010,rastrapati pranaba mukharji aura pradhanamamtri naremdra modi ne tima imdiya ko tvita kara di badhai | #worldcup2015 #indvspak,"
Non Aggressive
",-
1278686011,"#indvssa live: tima imdiyala pahila jhataka, rohita zarma bada: http://t.co/jkttd0qx0d @loksattalive","
Non Aggressive
",-
1278686012,"@coolfunnytshirt isa jamgala mem hai, india zera...! cala ghara jaldi, ho gae ढ़era...!!! #indvssa #savsind #cricketworldcup http://t.co/m8pyhpwph6","
Covertly Aggressive
",General Non-threatening Aggression
1278686013,satyagraha - jita-hara ke tina kona - http://t.co/dga5uigocw #aapsweep #delhidecides,"
Non Aggressive
",-
1278686014,aba ye kauna bola raha hai ki dilli mem phri analimiteda wi fi calane ke lie ₹49 ka ricarja karana hoga|☺☺ 7 rcr temple #aapsweep,"
Covertly Aggressive
",Political Aggression
1278686015,"@dhanushkraja kipahali himdi फ़ilma 'ramjhana' kebada unaki agali फ़ilma ka besabri se i~tajara tha,lekina #shamitabh ke promo dekha,dekhane ki himmatanahi","
Non Aggressive
",-
1278686016,pada़osa ki bijali amti ko bola amti kejarivala ne to apako phri kara diya. she:- hata badamaza..vo to dilli me karega phri...yaha~ phri nahim hai #aapsweep,"
Overtly Aggressive
",Political Aggression
1278686017,@gurmeetramrahim #msgincinemas @msgthefilm aapni bacchi sa baat krana ka bhuat bhuat sukhria thanks lot papa ji.,"
Non Aggressive
",-
1278686018,"#railbudget2015 ""prabhu"" peza karemge rela bajata, ye haim cunautiyam--&gt;&gt;http://t.co/aszmy0a3cm","
Non Aggressive
",-
1278686019,"aba prabhu ji thoda imtaralaॉkimga samajha dete, aura bata dete ki bi klasa kauna se stezana hote hai.....😂 #railbudget2015","
Non Aggressive
",-
1278686020,@3darnab pakistan ki gdp se zyada ke toh patakhe jala dete hain hum diwali pe. :d #indvssa,"
Covertly Aggressive
",General Non-threatening Aggression
1278686021,"rt @die_hard_msdian: kya ye sarakara""""jhutha para hi calati hai""""modi se parrikara saba""""jhutha hi jhuta #landacquisitionbill #arvindannaback @aapforindia htt…","
Covertly Aggressive
",Political Aggression
1278686022,hamare illake se saurabh bhardwaj jeete. #aapsweep,"
Non Aggressive
",-
1278686023,pakistaniyo ka hausala vaize hi bulamda tha jaise bijepi valo ka dilli cunava ke vakta |lekina aफ़sosa donom ko hi muha ki khani paड़i |#indvspak,"
Covertly Aggressive
",Political Aggression
1278686024,rahane bhi century banaega bhencho. #indvssa,"
Overtly Aggressive
",Curse / Abuse
1278686025,"@gurmeetramrahim 👈 jism hai tera, jaan hai teri, karta woh ☝ hai , naam hota tera #blockbustermsg","
Non Aggressive
",-
1278686026,dominosa eta lista traina mem to piज़ज़a ke satha tamoto saॉsa leke aye #railbudget2015,"
Non Aggressive
",-
1278686027,pakistan walon....yeh patake kabhi nahi photenge https://t.co/uafa2o1fki hahahah #indvspak #indwins #cwc15,"
Covertly Aggressive
",General Non-threatening Aggression
1278686028,"tu idhar udhar ki na baat kar, ye bataa ki kaafila kyun luta. hamein rehzano se gila nahin, teri rahbari ka sawaal hai #kiskidilli#aapstorm","
Non Aggressive
",-
1278686029,@gurmeetramrahim : #blockbustermsg #mustwatchmsg sata vacana mere data ji,"
Non Aggressive
",-
1278686030,aakhir mil hi gaya #maukamauka #indvssa #worldcup2015,"
Non Aggressive
",-
1278686031,kartavya patha para jo mile yaha bhi sahi vaha bhi sahi | kejarivala ne bhajapaiyom ko atala ji yada dila die | #aapsweep #aap #aapkidilli,"
Covertly Aggressive
",Political Aggression
1278686032,rt @varanasilive: meanwhile in pakistan dressing room: calo accha hai hara ke hama 1 bara phira amgreji bolane se baca gae...!! 😉😉😉 #indvspak,"
Covertly Aggressive
",General Non-threatening Aggression
1278686033,teri kamayabi para hame tajjuba nahim ai aravinda...tu masiha vatana ke gaddarom ka hai...!! #delhidecides #aapsweep @alkaagarwal9 @modl_g @raydeep,"
Overtly Aggressive
",Political Aggression
1278686034,#landacquisitionbill anna ke mamca para jo loga hai una memse kitane logom ke pasa kheti yogya ja़mina hai ..bhasanabaja़i se pahale adhyadeza ko dhamga se paढ़ le,"
Overtly Aggressive
",Political Aggression
1278686035,baukhalae bhaktom ne dilli ki janata ko hi galiyam dena zuru kara diya hai| bjp india peja ke screenshot dekhem #aapsweep #aap http://t.co/lfnyma6b7w,"
Overtly Aggressive
",Political Aggression
1278686036,kejriwal ji aapko bhut bhut bhdai delhi jeetne par,"
Covertly Aggressive
",Political Aggression
1278686037,"#beefban se mujhe chinta hai ki aawara bachhdo ki samasya badh jayegi,kaun palega inko,dharm ke liye kheti chaupat karao.","
Covertly Aggressive
",General Non-threatening Aggression
1278686038,rt @yashchhabra63: #indvspak khelom ka makasada tanava dura karana va bhai care ko badha़ana hai .magara midiya hinda-paka maica ko jamga ka rupa de deta hai.ai…,"
Non Aggressive
",-
